"","DATE","HOUR","STATION","FSP","NO2","NOX","O3","RSP","SO2"
"75034","8/4/12",10,"CENTRAL/WESTERN",31,75,98,52,46,6
"75035","8/4/12",11,"CENTRAL/WESTERN",35,67,79,62,52,9
"75036","8/4/12",12,"CENTRAL/WESTERN",40,60,70,69,56,6
"75037","8/4/12",13,"CENTRAL/WESTERN",44,62,73,74,60,7
"75038","8/4/12",14,"CENTRAL/WESTERN",51,66,77,87,67,8
"75039","8/4/12",15,"CENTRAL/WESTERN",56,102,131,56,76,9
"75040","8/4/12",16,"CENTRAL/WESTERN",60,122,152,48,81,11
"75041","8/4/12",17,"CENTRAL/WESTERN",65,120,141,54,86,15
"75042","8/4/12",18,"CENTRAL/WESTERN",61,152,227,23,84,25
"75043","8/4/12",19,"CENTRAL/WESTERN",70,163,231,6,98,46
"75044","8/4/12",20,"CENTRAL/WESTERN",61,155,188,12,84,22
"75045","8/4/12",21,"CENTRAL/WESTERN",59,145,171,20,79,29
"75046","8/4/12",22,"CENTRAL/WESTERN",56,58,62,97,76,12
"75047","8/4/12",23,"CENTRAL/WESTERN",51,73,78,74,66,15
"75048","8/4/12",24,"CENTRAL/WESTERN",57,57,61,94,72,12
"75050","9/4/12",2,"CENTRAL/WESTERN",1,23,33,7,7,2
"75051","9/4/12",3,"CENTRAL/WESTERN",3,21,26,8,10,2
"75052","9/4/12",4,"CENTRAL/WESTERN",3,19,23,9,10,3
"75053","9/4/12",5,"CENTRAL/WESTERN",3,16,20,11,10,3
"75054","9/4/12",6,"CENTRAL/WESTERN",5,16,19,10,13,2
"75055","9/4/12",7,"CENTRAL/WESTERN",5,24,39,5,13,3
"75056","9/4/12",8,"CENTRAL/WESTERN",5,27,64,6,13,6
"75057","9/4/12",9,"CENTRAL/WESTERN",6,30,78,7,14,4
"75058","9/4/12",10,"CENTRAL/WESTERN",7,32,78,11,16,3
"75059","9/4/12",11,"CENTRAL/WESTERN",8,32,61,18,18,3
"75060","9/4/12",12,"CENTRAL/WESTERN",6,34,60,22,16,3
"75061","9/4/12",13,"CENTRAL/WESTERN",7,36,55,25,17,3
"75062","9/4/12",14,"CENTRAL/WESTERN",11,39,60,31,20,4
"75063","9/4/12",15,"CENTRAL/WESTERN",11,39,67,24,21,3
"75064","9/4/12",16,"CENTRAL/WESTERN",8,46,85,12,18,3
"75065","9/4/12",17,"CENTRAL/WESTERN",11,44,81,13,22,2
"75066","9/4/12",18,"CENTRAL/WESTERN",9,46,89,5,18,1
"75067","9/4/12",19,"CENTRAL/WESTERN",11,47,107,2,20,2
"75068","9/4/12",20,"CENTRAL/WESTERN",8,38,79,1,18,3
"75069","9/4/12",21,"CENTRAL/WESTERN",5,35,79,2,14,4
"75070","9/4/12",22,"CENTRAL/WESTERN",7,33,70,2,14,2
"75071","9/4/12",23,"CENTRAL/WESTERN",4,29,52,4,10,1
"75072","9/4/12",24,"CENTRAL/WESTERN",3,28,45,4,9,0
"75073","10/4/12",1,"CENTRAL/WESTERN",61,49,51,118,84,7
"75074","10/4/12",2,"CENTRAL/WESTERN",63,38,39,129,87,7
"75075","10/4/12",3,"CENTRAL/WESTERN",62,24,24,152,86,6
"75076","10/4/12",4,"CENTRAL/WESTERN",63,22,23,145,87,7
"75077","10/4/12",5,"CENTRAL/WESTERN",66,19,19,152,88,6
"75078","10/4/12",6,"CENTRAL/WESTERN",62,17,18,151,85,7
"75079","10/4/12",7,"CENTRAL/WESTERN",66,44,46,118,89,8
"75080","10/4/12",8,"CENTRAL/WESTERN",67,69,74,93,90,10
"75081","10/4/12",9,"CENTRAL/WESTERN",69,77,89,85,93,10
"75082","10/4/12",10,"CENTRAL/WESTERN",73,66,76,94,97,8
"75083","10/4/12",11,"CENTRAL/WESTERN",68,55,62,115,92,8
"75084","10/4/12",12,"CENTRAL/WESTERN",65,43,48,135,88,7
"75085","10/4/12",13,"CENTRAL/WESTERN",68,41,46,143,92,7
"75086","10/4/12",14,"CENTRAL/WESTERN",71,50,57,132,94,7
"75087","10/4/12",15,"CENTRAL/WESTERN",69,58,65,119,93,6
"75088","10/4/12",16,"CENTRAL/WESTERN",67,77,93,95,94,6
"75089","10/4/12",17,"CENTRAL/WESTERN",63,69,79,106,93,5
"75090","10/4/12",18,"CENTRAL/WESTERN",60,63,66,110,86,5
"75091","10/4/12",19,"CENTRAL/WESTERN",57,68,71,97,80,5
"75092","10/4/12",20,"CENTRAL/WESTERN",55,74,77,91,77,9
"75093","10/4/12",21,"CENTRAL/WESTERN",60,71,74,99,82,10
"75094","10/4/12",22,"CENTRAL/WESTERN",61,72,74,96,85,8
"75095","10/4/12",23,"CENTRAL/WESTERN",58,66,69,97,82,7
"75096","10/4/12",24,"CENTRAL/WESTERN",57,58,60,109,79,6
"75097","11/4/12",1,"CENTRAL/WESTERN",33,86,100,19,52,6
"75098","11/4/12",2,"CENTRAL/WESTERN",35,91,114,4,53,4
"75099","11/4/12",3,"CENTRAL/WESTERN",36,94,122,1,54,6
"75100","11/4/12",4,"CENTRAL/WESTERN",41,92,136,1,60,8
"75101","11/4/12",5,"CENTRAL/WESTERN",41,86,128,11,58,6
"75102","11/4/12",6,"CENTRAL/WESTERN",44,37,39,60,63,13
"75103","11/4/12",7,"CENTRAL/WESTERN",39,32,35,68,55,8
"75104","11/4/12",8,"CENTRAL/WESTERN",31,45,52,62,43,7
"75105","11/4/12",9,"CENTRAL/WESTERN",30,45,53,64,41,8
"75106","11/4/12",10,"CENTRAL/WESTERN",36,55,68,57,49,8
"75107","11/4/12",11,"CENTRAL/WESTERN",36,56,69,65,52,7
"75108","11/4/12",12,"CENTRAL/WESTERN",36,52,64,77,53,7
"75109","11/4/12",13,"CENTRAL/WESTERN",33,50,59,95,48,7
"75110","11/4/12",14,"CENTRAL/WESTERN",35,57,69,100,50,13
"75111","11/4/12",15,"CENTRAL/WESTERN",35,77,90,89,49,17
"75112","11/4/12",16,"CENTRAL/WESTERN",45,85,94,95,60,19
"75113","11/4/12",17,"CENTRAL/WESTERN",46,64,67,136,61,14
"75114","11/4/12",18,"CENTRAL/WESTERN",46,80,83,103,63,10
"75115","11/4/12",19,"CENTRAL/WESTERN",45,121,134,55,65,27
"75116","11/4/12",20,"CENTRAL/WESTERN",56,125,142,18,84,31
"75117","11/4/12",21,"CENTRAL/WESTERN",61,124,155,12,90,29
"75118","11/4/12",22,"CENTRAL/WESTERN",65,117,146,7,92,15
"75119","11/4/12",23,"CENTRAL/WESTERN",64,115,150,3,93,15
"75120","11/4/12",24,"CENTRAL/WESTERN",63,101,127,13,86,14
"75121","12/4/12",1,"CENTRAL/WESTERN",27,58,105,1,40,6
"75122","12/4/12",2,"CENTRAL/WESTERN",24,56,93,1,35,7
"75123","12/4/12",3,"CENTRAL/WESTERN",24,52,78,2,34,11
"75124","12/4/12",4,"CENTRAL/WESTERN",19,46,54,11,28,4
"75125","12/4/12",5,"CENTRAL/WESTERN",20,28,30,34,28,4
"75126","12/4/12",6,"CENTRAL/WESTERN",22,20,21,44,32,6
"75127","12/4/12",7,"CENTRAL/WESTERN",24,29,33,30,36,6
"75128","12/4/12",8,"CENTRAL/WESTERN",25,48,70,10,37,6
"75129","12/4/12",9,"CENTRAL/WESTERN",30,53,93,5,42,5
"75130","12/4/12",10,"CENTRAL/WESTERN",25,49,84,9,37,5
"75131","12/4/12",11,"CENTRAL/WESTERN",29,45,79,11,41,4
"75132","12/4/12",12,"CENTRAL/WESTERN",31,51,94,10,43,4
"75133","12/4/12",13,"CENTRAL/WESTERN",29,51,77,11,43,5
"75134","12/4/12",14,"CENTRAL/WESTERN",27,51,69,19,43,6
"75135","12/4/12",15,"CENTRAL/WESTERN",29,60,79,21,49,6
"75136","12/4/12",16,"CENTRAL/WESTERN",33,71,95,21,55,6
"75137","12/4/12",17,"CENTRAL/WESTERN",35,76,91,18,54,6
"75138","12/4/12",18,"CENTRAL/WESTERN",37,83,103,9,54,4
"75139","12/4/12",19,"CENTRAL/WESTERN",34,77,96,10,48,3
"75140","12/4/12",20,"CENTRAL/WESTERN",30,71,86,14,40,3
"75141","12/4/12",21,"CENTRAL/WESTERN",25,64,80,16,33,2
"75142","12/4/12",22,"CENTRAL/WESTERN",17,59,72,20,23,1
"75143","12/4/12",23,"CENTRAL/WESTERN",12,56,67,27,17,1
"75144","12/4/12",24,"CENTRAL/WESTERN",15,55,61,30,21,2
"75145","1/5/12",1,"CENTRAL/WESTERN",48,55,83,5,64,12
"75146","1/5/12",2,"CENTRAL/WESTERN",52,47,64,6,67,11
"75147","1/5/12",3,"CENTRAL/WESTERN",52,36,47,14,66,11
"75148","1/5/12",4,"CENTRAL/WESTERN",54,33,41,11,67,12
"75149","1/5/12",5,"CENTRAL/WESTERN",54,26,33,19,66,12
"75150","1/5/12",6,"CENTRAL/WESTERN",51,26,34,20,63,13
"75151","1/5/12",7,"CENTRAL/WESTERN",48,31,43,15,59,13
"75152","1/5/12",8,"CENTRAL/WESTERN",49,46,99,5,60,15
"75153","1/5/12",9,"CENTRAL/WESTERN",51,44,89,6,64,13
"75154","1/5/12",10,"CENTRAL/WESTERN",47,43,87,8,58,12
"75155","1/5/12",11,"CENTRAL/WESTERN",47,48,112,5,60,15
"75156","1/5/12",12,"CENTRAL/WESTERN",48,46,96,9,62,13
"75157","1/5/12",13,"CENTRAL/WESTERN",46,45,84,10,59,12
"75158","1/5/12",14,"CENTRAL/WESTERN",42,44,80,11,55,10
"75159","1/5/12",15,"CENTRAL/WESTERN",47,50,96,7,60,13
"75160","1/5/12",16,"CENTRAL/WESTERN",53,50,85,7,66,8
"75161","1/5/12",17,"CENTRAL/WESTERN",48,55,99,4,60,7
"75162","1/5/12",18,"CENTRAL/WESTERN",51,66,166,2,64,8
"75163","1/5/12",19,"CENTRAL/WESTERN",49,63,136,2,61,9
"75164","1/5/12",20,"CENTRAL/WESTERN",41,59,114,3,49,7
"75165","1/5/12",21,"CENTRAL/WESTERN",45,46,70,7,53,6
"75166","1/5/12",22,"CENTRAL/WESTERN",49,45,68,8,61,6
"75167","1/5/12",23,"CENTRAL/WESTERN",55,42,63,8,67,7
"75168","1/5/12",24,"CENTRAL/WESTERN",53,47,88,3,66,8
"75169","2/5/12",1,"CENTRAL/WESTERN",30,60,85,9,42,5
"75170","2/5/12",2,"CENTRAL/WESTERN",23,46,62,18,33,5
"75171","2/5/12",3,"CENTRAL/WESTERN",23,41,52,23,32,5
"75172","2/5/12",4,"CENTRAL/WESTERN",21,36,46,29,31,6
"75173","2/5/12",5,"CENTRAL/WESTERN",22,29,35,36,34,6
"75174","2/5/12",6,"CENTRAL/WESTERN",21,38,45,26,31,6
"75175","2/5/12",7,"CENTRAL/WESTERN",23,43,54,21,32,6
"75176","2/5/12",8,"CENTRAL/WESTERN",24,59,100,13,33,6
"75177","2/5/12",9,"CENTRAL/WESTERN",24,48,78,21,34,7
"75178","2/5/12",10,"CENTRAL/WESTERN",27,50,80,23,38,10
"75179","2/5/12",11,"CENTRAL/WESTERN",35,52,83,26,47,11
"75180","2/5/12",12,"CENTRAL/WESTERN",42,50,74,41,56,12
"75181","2/5/12",13,"CENTRAL/WESTERN",42,47,64,55,56,12
"75182","2/5/12",14,"CENTRAL/WESTERN",40,56,72,53,53,11
"75183","2/5/12",15,"CENTRAL/WESTERN",42,55,71,57,55,10
"75184","2/5/12",16,"CENTRAL/WESTERN",42,57,70,62,55,10
"75185","2/5/12",17,"CENTRAL/WESTERN",36,54,64,58,49,8
"75186","2/5/12",18,"CENTRAL/WESTERN",34,66,77,46,45,8
"75187","2/5/12",19,"CENTRAL/WESTERN",35,69,78,40,46,7
"75188","2/5/12",20,"CENTRAL/WESTERN",30,67,80,30,40,6
"75189","2/5/12",21,"CENTRAL/WESTERN",26,77,94,14,37,6
"75190","2/5/12",22,"CENTRAL/WESTERN",25,76,96,8,36,7
"75191","2/5/12",23,"CENTRAL/WESTERN",28,65,86,9,39,7
"75192","2/5/12",24,"CENTRAL/WESTERN",30,58,77,13,43,6
"75193","3/5/12",1,"CENTRAL/WESTERN",17,48,57,23,24,4
"75194","3/5/12",2,"CENTRAL/WESTERN",14,35,40,28,19,4
"75195","3/5/12",3,"CENTRAL/WESTERN",11,28,31,33,17,4
"75196","3/5/12",4,"CENTRAL/WESTERN",15,16,20,42,22,7
"75197","3/5/12",5,"CENTRAL/WESTERN",19,17,20,40,30,5
"75198","3/5/12",6,"CENTRAL/WESTERN",19,24,28,31,33,5
"75199","3/5/12",7,"CENTRAL/WESTERN",18,43,57,10,33,5
"75200","3/5/12",8,"CENTRAL/WESTERN",24,58,119,4,38,6
"75201","3/5/12",9,"CENTRAL/WESTERN",31,63,183,4,46,9
"75202","3/5/12",10,"CENTRAL/WESTERN",39,65,195,5,54,8
"75203","3/5/12",11,"CENTRAL/WESTERN",39,69,210,5,56,7
"75204","3/5/12",12,"CENTRAL/WESTERN",35,86,353,3,55,8
"75205","3/5/12",13,"CENTRAL/WESTERN",39,79,316,4,63,24
"75206","3/5/12",14,"CENTRAL/WESTERN",35,65,234,5,56,29
"75207","3/5/12",15,"CENTRAL/WESTERN",26,45,130,12,45,31
"75208","3/5/12",16,"CENTRAL/WESTERN",19,45,135,8,34,39
"75209","3/5/12",17,"CENTRAL/WESTERN",19,42,95,11,32,19
"75210","3/5/12",18,"CENTRAL/WESTERN",16,42,93,11,29,10
"75211","3/5/12",19,"CENTRAL/WESTERN",16,50,117,5,30,6
"75212","3/5/12",20,"CENTRAL/WESTERN",19,66,173,3,36,7
"75213","3/5/12",21,"CENTRAL/WESTERN",28,60,180,3,48,12
"75214","3/5/12",22,"CENTRAL/WESTERN",36,58,174,3,63,9
"75215","3/5/12",23,"CENTRAL/WESTERN",23,44,122,4,43,6
"75216","3/5/12",24,"CENTRAL/WESTERN",15,44,132,5,29,6
"75217","4/5/12",1,"CENTRAL/WESTERN",35,39,41,89,89,6
"75218","4/5/12",2,"CENTRAL/WESTERN",39,26,28,96,84,6
"75219","4/5/12",3,"CENTRAL/WESTERN",49,24,27,91,94,7
"75220","4/5/12",4,"CENTRAL/WESTERN",63,37,42,74,105,9
"75221","4/5/12",5,"CENTRAL/WESTERN",73,22,24,86,111,8
"75222","4/5/12",6,"CENTRAL/WESTERN",77,27,30,78,118,8
"75223","4/5/12",7,"CENTRAL/WESTERN",83,42,45,59,129,8
"75224","4/5/12",8,"CENTRAL/WESTERN",76,82,102,18,128,9
"75225","4/5/12",9,"CENTRAL/WESTERN",73,100,173,10,120,15
"75226","4/5/12",10,"CENTRAL/WESTERN",76,97,166,13,124,14
"75227","4/5/12",11,"CENTRAL/WESTERN",77,107,222,6,136,9
"75228","4/5/12",12,"CENTRAL/WESTERN",85,109,265,6,150,16
"75229","4/5/12",13,"CENTRAL/WESTERN",84,115,324,3,142,25
"75230","4/5/12",14,"CENTRAL/WESTERN",76,112,375,2,126,43
"75231","4/5/12",15,"CENTRAL/WESTERN",68,96,199,3,111,30
"75232","4/5/12",16,"CENTRAL/WESTERN",40,91,146,10,58,8
"75233","4/5/12",17,"CENTRAL/WESTERN",23,109,230,2,33,8
"75234","4/5/12",18,"CENTRAL/WESTERN",15,112,241,3,24,6
"75235","4/5/12",19,"CENTRAL/WESTERN",13,117,230,2,21,5
"75236","4/5/12",20,"CENTRAL/WESTERN",15,117,178,5,23,8
"75237","4/5/12",21,"CENTRAL/WESTERN",20,100,125,12,27,6
"75238","4/5/12",22,"CENTRAL/WESTERN",17,85,100,22,24,6
"75239","4/5/12",23,"CENTRAL/WESTERN",20,83,99,24,28,5
"75240","4/5/12",24,"CENTRAL/WESTERN",21,71,81,37,28,4
"75241","5/5/12",1,"CENTRAL/WESTERN",11,61,65,41,25,3
"75242","5/5/12",2,"CENTRAL/WESTERN",11,38,41,57,26,4
"75243","5/5/12",3,"CENTRAL/WESTERN",12,29,32,62,29,4
"75244","5/5/12",4,"CENTRAL/WESTERN",12,29,31,63,29,4
"75245","5/5/12",5,"CENTRAL/WESTERN",13,26,27,71,33,4
"75246","5/5/12",6,"CENTRAL/WESTERN",14,25,27,74,32,4
"75247","5/5/12",7,"CENTRAL/WESTERN",11,33,36,66,23,3
"75248","5/5/12",8,"CENTRAL/WESTERN",14,54,59,49,29,4
"75249","5/5/12",9,"CENTRAL/WESTERN",17,67,77,39,34,4
"75250","5/5/12",10,"CENTRAL/WESTERN",17,71,91,35,31,4
"75251","5/5/12",11,"CENTRAL/WESTERN",21,84,115,27,35,5
"75252","5/5/12",12,"CENTRAL/WESTERN",24,86,117,28,41,5
"75253","5/5/12",13,"CENTRAL/WESTERN",20,74,100,40,34,5
"75254","5/5/12",14,"CENTRAL/WESTERN",26,66,85,51,39,4
"75255","5/5/12",15,"CENTRAL/WESTERN",21,58,75,63,36,4
"75256","5/5/12",16,"CENTRAL/WESTERN",19,69,89,57,33,5
"75257","5/5/12",17,"CENTRAL/WESTERN",23,71,85,61,37,5
"75258","5/5/12",18,"CENTRAL/WESTERN",22,84,96,52,37,5
"75259","5/5/12",19,"CENTRAL/WESTERN",26,85,95,53,40,5
"75260","5/5/12",20,"CENTRAL/WESTERN",26,83,90,50,42,7
"75261","5/5/12",21,"CENTRAL/WESTERN",23,77,81,52,38,7
"75262","5/5/12",22,"CENTRAL/WESTERN",24,84,88,40,40,8
"75263","5/5/12",23,"CENTRAL/WESTERN",25,80,86,39,43,8
"75264","5/5/12",24,"CENTRAL/WESTERN",31,76,83,38,53,9
"75265","6/5/12",1,"CENTRAL/WESTERN",31,95,133,4,50,9
"75266","6/5/12",2,"CENTRAL/WESTERN",25,86,101,5,42,7
"75267","6/5/12",3,"CENTRAL/WESTERN",24,77,93,13,40,7
"75268","6/5/12",4,"CENTRAL/WESTERN",24,45,56,34,39,13
"75269","6/5/12",5,"CENTRAL/WESTERN",22,33,36,41,35,7
"75270","6/5/12",6,"CENTRAL/WESTERN",20,65,88,13,34,8
"75271","6/5/12",7,"CENTRAL/WESTERN",28,59,87,18,43,6
"75272","6/5/12",8,"CENTRAL/WESTERN",24,74,133,17,37,8
"75273","6/5/12",9,"CENTRAL/WESTERN",25,82,176,24,40,18
"75274","6/5/12",10,"CENTRAL/WESTERN",27,90,226,20,46,62
"75281","6/5/12",17,"CENTRAL/WESTERN",21,46,72,55,34,3
"75282","6/5/12",18,"CENTRAL/WESTERN",23,57,81,44,38,4
"75283","6/5/12",19,"CENTRAL/WESTERN",21,83,119,14,38,9
"75284","6/5/12",20,"CENTRAL/WESTERN",27,95,167,3,45,6
"75285","6/5/12",21,"CENTRAL/WESTERN",28,60,77,24,50,3
"75286","6/5/12",22,"CENTRAL/WESTERN",20,39,47,40,31,2
"75287","6/5/12",23,"CENTRAL/WESTERN",18,37,48,36,28,3
"75288","6/5/12",24,"CENTRAL/WESTERN",17,43,59,28,27,4
"75289","7/5/12",1,"CENTRAL/WESTERN",8,29,48,4,15,4
"75290","7/5/12",2,"CENTRAL/WESTERN",6,24,36,6,14,3
"75291","7/5/12",3,"CENTRAL/WESTERN",4,18,26,9,12,1
"75292","7/5/12",4,"CENTRAL/WESTERN",4,18,23,8,12,3
"75293","7/5/12",5,"CENTRAL/WESTERN",5,20,34,7,14,2
"75294","7/5/12",6,"CENTRAL/WESTERN",8,17,23,7,17,2
"75295","7/5/12",7,"CENTRAL/WESTERN",4,21,35,5,13,2
"75296","7/5/12",8,"CENTRAL/WESTERN",3,29,76,3,13,9
"75297","7/5/12",9,"CENTRAL/WESTERN",5,34,99,4,14,4
"75298","7/5/12",10,"CENTRAL/WESTERN",13,43,121,2,23,2
"75299","7/5/12",11,"CENTRAL/WESTERN",14,56,214,1,25,7
"75300","7/5/12",12,"CENTRAL/WESTERN",15,48,168,2,27,4
"75301","7/5/12",13,"CENTRAL/WESTERN",16,46,138,2,28,4
"75302","7/5/12",14,"CENTRAL/WESTERN",10,39,91,4,20,4
"75303","7/5/12",15,"CENTRAL/WESTERN",13,40,112,5,24,6
"75304","7/5/12",16,"CENTRAL/WESTERN",11,42,108,5,22,5
"75305","7/5/12",17,"CENTRAL/WESTERN",11,45,139,5,24,3
"75306","7/5/12",18,"CENTRAL/WESTERN",15,35,81,7,29,2
"75307","7/5/12",19,"CENTRAL/WESTERN",10,41,130,3,20,3
"75308","7/5/12",20,"CENTRAL/WESTERN",15,34,93,4,24,2
"75309","7/5/12",21,"CENTRAL/WESTERN",5,32,85,4,12,1
"75310","7/5/12",22,"CENTRAL/WESTERN",6,30,69,5,14,2
"75311","7/5/12",23,"CENTRAL/WESTERN",8,30,71,4,14,1
"75312","7/5/12",24,"CENTRAL/WESTERN",6,33,85,3,12,2
"75313","8/5/12",1,"CENTRAL/WESTERN",62,31,33,115,79,6
"75314","8/5/12",2,"CENTRAL/WESTERN",60,32,33,106,77,6
"75315","8/5/12",3,"CENTRAL/WESTERN",50,15,16,103,66,3
"75316","8/5/12",4,"CENTRAL/WESTERN",33,10,11,98,48,2
"75317","8/5/12",5,"CENTRAL/WESTERN",23,13,14,91,37,3
"75318","8/5/12",6,"CENTRAL/WESTERN",19,12,13,84,33,2
"75319","8/5/12",7,"CENTRAL/WESTERN",22,11,12,81,35,2
"75320","8/5/12",8,"CENTRAL/WESTERN",19,22,25,61,32,3
"75321","8/5/12",9,"CENTRAL/WESTERN",20,23,27,66,33,2
"75322","8/5/12",10,"CENTRAL/WESTERN",18,25,32,59,31,2
"75323","8/5/12",11,"CENTRAL/WESTERN",16,27,35,61,30,2
"75324","8/5/12",12,"CENTRAL/WESTERN",16,26,33,71,30,3
"75325","8/5/12",13,"CENTRAL/WESTERN",13,28,39,68,25,8
"75326","8/5/12",14,"CENTRAL/WESTERN",14,30,38,67,27,8
"75327","8/5/12",15,"CENTRAL/WESTERN",15,36,45,63,28,10
"75328","8/5/12",16,"CENTRAL/WESTERN",15,23,29,73,27,5
"75329","8/5/12",17,"CENTRAL/WESTERN",14,17,21,80,26,3
"75330","8/5/12",18,"CENTRAL/WESTERN",12,41,49,57,23,6
"75331","8/5/12",19,"CENTRAL/WESTERN",12,38,42,62,24,5
"75332","8/5/12",20,"CENTRAL/WESTERN",16,59,68,42,28,12
"75333","8/5/12",21,"CENTRAL/WESTERN",22,42,47,56,34,6
"75334","8/5/12",22,"CENTRAL/WESTERN",20,39,43,56,32,6
"75335","8/5/12",23,"CENTRAL/WESTERN",15,37,44,63,25,5
"75336","8/5/12",24,"CENTRAL/WESTERN",16,25,28,70,25,4
"75338","9/5/12",2,"CENTRAL/WESTERN",2,25,36,6,6,0
"75339","9/5/12",3,"CENTRAL/WESTERN",1,22,28,7,6,1
"75340","9/5/12",4,"CENTRAL/WESTERN",3,17,19,12,8,2
"75341","9/5/12",5,"CENTRAL/WESTERN",5,19,22,13,11,1
"75342","9/5/12",6,"CENTRAL/WESTERN",6,18,21,15,14,1
"75343","9/5/12",7,"CENTRAL/WESTERN",8,26,35,11,17,2
"75344","9/5/12",8,"CENTRAL/WESTERN",6,36,64,8,15,6
"75345","9/5/12",9,"CENTRAL/WESTERN",6,43,85,9,16,4
"75346","9/5/12",10,"CENTRAL/WESTERN",12,51,90,11,22,3
"75347","9/5/12",11,"CENTRAL/WESTERN",16,59,108,13,28,4
"75348","9/5/12",12,"CENTRAL/WESTERN",21,65,112,17,33,3
"75349","9/5/12",13,"CENTRAL/WESTERN",20,48,67,37,33,3
"75350","9/5/12",14,"CENTRAL/WESTERN",18,54,74,40,29,3
"75351","9/5/12",15,"CENTRAL/WESTERN",22,51,70,50,35,3
"75352","9/5/12",16,"CENTRAL/WESTERN",23,56,75,56,35,4
"75353","9/5/12",17,"CENTRAL/WESTERN",21,54,69,57,33,4
"75354","9/5/12",18,"CENTRAL/WESTERN",21,71,92,34,35,3
"75355","9/5/12",19,"CENTRAL/WESTERN",18,80,91,37,30,5
"75356","9/5/12",20,"CENTRAL/WESTERN",22,79,85,41,33,7
"75357","9/5/12",21,"CENTRAL/WESTERN",26,75,80,38,38,10
"75358","9/5/12",22,"CENTRAL/WESTERN",24,71,77,35,36,11
"75359","9/5/12",23,"CENTRAL/WESTERN",19,56,61,44,31,6
"75360","9/5/12",24,"CENTRAL/WESTERN",19,60,64,35,30,6
"75361","10/5/12",1,"CENTRAL/WESTERN",52,40,41,119,73,4
"75362","10/5/12",2,"CENTRAL/WESTERN",48,31,32,120,68,5
"75363","10/5/12",3,"CENTRAL/WESTERN",47,29,30,120,68,6
"75364","10/5/12",4,"CENTRAL/WESTERN",43,24,25,113,65,5
"75365","10/5/12",5,"CENTRAL/WESTERN",38,17,17,115,59,3
"75366","10/5/12",6,"CENTRAL/WESTERN",36,17,18,115,57,4
"75367","10/5/12",7,"CENTRAL/WESTERN",39,31,32,99,60,4
"75368","10/5/12",8,"CENTRAL/WESTERN",40,59,65,65,62,6
"75369","10/5/12",9,"CENTRAL/WESTERN",37,61,71,66,58,5
"75370","10/5/12",10,"CENTRAL/WESTERN",39,63,75,70,61,5
"75371","10/5/12",11,"CENTRAL/WESTERN",42,59,71,80,64,6
"75372","10/5/12",12,"CENTRAL/WESTERN",40,51,61,96,61,6
"75373","10/5/12",13,"CENTRAL/WESTERN",32,46,55,104,51,5
"75374","10/5/12",14,"CENTRAL/WESTERN",31,55,67,98,47,4
"75375","10/5/12",15,"CENTRAL/WESTERN",27,67,82,96,44,5
"75376","10/5/12",16,"CENTRAL/WESTERN",34,69,81,98,55,5
"75377","10/5/12",17,"CENTRAL/WESTERN",34,79,91,92,55,6
"75378","10/5/12",18,"CENTRAL/WESTERN",35,76,83,95,57,6
"75379","10/5/12",19,"CENTRAL/WESTERN",37,75,78,76,59,4
"75380","10/5/12",20,"CENTRAL/WESTERN",34,69,72,77,55,6
"75381","10/5/12",21,"CENTRAL/WESTERN",32,61,63,83,53,7
"75382","10/5/12",22,"CENTRAL/WESTERN",29,54,56,82,50,4
"75383","10/5/12",23,"CENTRAL/WESTERN",28,53,56,74,49,4
"75384","10/5/12",24,"CENTRAL/WESTERN",24,57,61,68,44,4
"75385","11/5/12",1,"CENTRAL/WESTERN",58,53,56,54,76,10
"75386","11/5/12",2,"CENTRAL/WESTERN",60,43,45,62,75,9
